id,title,content,parent_data,level,description
8.0001,5.出院患者微创手术占比▲,【指标属性】定量指标，国家监测指标。【计量单位】百分比（%）【指标定义】考核年度出院患者实施微创手术9台次数占同期出院患者手术台次数的比例。【计算方法】出院患者微创手术台次数出院患者微创手术占比 = × 100%同期出院患者手术台次数【指标说明】（1）分子：出院患者微创手术台次数是指出院患者微创手术人数。同一次住院就诊期间患有同一疾病或不同疾病施行多次微创手术者，按 1 人统计。（2）分母：同期出院患者手术台次数是指出院患者手术（含介入）人数10。（3）纳入本次考核的微创手术目录，将利用腹腔镜、胸腔镜、纵隔镜、神经内镜、关节镜等现代医疗器械及相关设备经非自然腔道入路进行的微创手术，结合《手术操作分类代码国9 微创手术是指出院患者在日间手术室或住院部手术室内、麻醉状态下的内科和外科腔镜手术、血管内和实质脏器的介入治疗，具有创伤小、疼痛轻、恢复快的特点。10 本考核年度中，应用于公立医院绩效考核的微创手术目录涉及的所有条目均纳入本指标的分母计算。家临床版 3.0（2022 汇总版）》和大数据统计结果形成，由国家统一制定，仅用于国家三级公立医院绩效考核，并嵌入三级公立医院绩效考核信息系统。【指标意义】（1）微创手术降低了传统手术对人体的伤害，具有创伤小、疼痛轻、恢复快的优越性，极大地减少了疾病给患者带来的不便和痛苦，更注重患者的心理、社会、生理（疼痛）、精神、生活质量的改善与康复，减轻患者的痛苦。（2）合理选择微创技术适应症、控制相关技术风险促进微创技术发展。【指标导向】逐步提高。【指标来源】病案首页。【指标解释】国家卫生健康委病案管理质量控制中心。,"[0.0001, 2.0001, 3.0001, 8.0001]",3.0,考核年度出院患者实施微创手术台次数占同期出院患者手术台次数的比例。
9.0001,6.出院患者四级手术比例▲,【指标属性】定量指标，国家监测指标。【计量单位】百分比（%）【指标定义】考核年度出院患者施行四级手术11台次数占同期出院患者手术台次数的比例。【计算方法】出院患者四级手术台次数出院患者四级手术比例 = × 100%同期出院患者手术台次数【指标说明】（1）分子：出院患者四级手术台次数是指出院患者住院期间实施四级手术和按照四级手术管理的介入诊疗人数之和。（2）分母：同期出院患者手术台次数是指出院患者手术（含介入）人数。同一次住院就诊期间患有同一疾病或不同疾病施行多次手术者，按 1 人统计。（3）纳入本次考核的四级手术和按照四级手术管理的介入诊疗目录（简称四级手术目录）结合《手术操作分类代码国家临床版 3.0（2022 汇总版）》和大数据统计结果形成，由国家统一制定，仅用于国家三级公立医院绩效考核，并嵌入三级公立医院11 四级手术是指风险高、过程复杂、难度大、资源消耗多或涉及重大伦理风险的手术。参阅《国家卫生健康委办公厅关于印发医疗机构手术分级管理办法的通知》（卫办医政发〔2022〕18号）。绩效考核信息系统。【指标意义】《关于印发控制公立医院医疗费用不合理增长的若干意见》（国卫体改发〔2015〕89 号）要求对手术类型构成比进行监测比较，通过四级手术占比，衡量医院住院患者中实施复杂难度大的手术的情况。《国家卫生健康委办公厅关于印发心血管疾病介入等 4 个介入类诊疗技术临床应用管理规范的通知》（国卫办医函〔2019〕828 号），对心血管疾病介入、综合介入、外周血管介入和神经血管介入 4 个介入类诊疗技术临床应用管理规范进行了修订。该修订强化了医疗机构的主体责任，加强了对相关技术临床应用的事中事后监管措施，明确要求医疗机构将相关技术纳入手术分级管理。《国家卫生健康委办公厅关于印发医疗机构手术分级管理办法的通知》（卫办医政发〔2022〕18 号）提出医疗机构应当定期组织评估术者手术技术临床应用能力，包括手术技术能力、手术质量安全、围手术期管理能力、医患沟通能力等，重点评估新获得四级手术权限的术者。根据评估结果动态调整手术权限，并纳入个人专业技术档案管理，四级手术评估周期原则上不超过一年。【指标导向】逐步提高。【指标来源】病案首页。【指标解释】国家卫生健康委病案管理质量控制中心。,"[0.0001, 2.0001, 3.0001, 9.0001]",3.0,考核年度出院患者施行四级手术台次数占同期出院患者手术台次数的比例。
10.0001,7.特需医疗服务占比,【指标属性】定量指标【计量单位】百分比（%）【指标定义】特需医疗服务12占比由特需医疗服务量占比和特需医疗服务收入占比两部分体现。（1）考核年度特需医疗服务量（特需门诊患者人次数和享受特需医疗服务的出院人数）占同期全部医疗服务量（门诊患者人次数和出院人数）的比例，不含急诊和健康体检人次。（2）考核年度特需医疗服务收入（特需门诊医疗服务收入和住院患者特需医疗服务收入）占同期全部医疗服务收入的比例。【计算方法】特需医疗服务量特需医疗服务量占比 = × 100%同期全部医疗服务量特需医疗服务收入特需医疗服务收入占比 = × 100%同期全部医疗服务收入【指标说明】（1）分子分子 1：特需医疗服务量是指特需门诊患者人次数和享受特12 特需医疗服务是指医院在保证医疗基本需求的基础上，为满足群众的特殊医疗需求而开展的医疗服务活动。该服务由副高级职称及以上医护技人员提供、收费价格在相关管理部门备案、高于同级职称提供的普通诊疗服务价格的服务。需医疗服务的出院人数总和。分子 2：特需医疗服务收入是指特需门诊医疗服务收入和住院患者特需医疗服务收入总和。（2）分母分母 1：同期全部医疗服务量是指所有门诊患者人次数与出院人数之和。分母 2：同期全部医疗服务收入是指医院开展医疗服务活动取得的收入，包括门急诊收入、住院收入和结算差额13。【指标意义】《中共中央国务院关于深化医药卫生体制改革的意见》（中发〔2009〕6 号）提出控制公立医院特需服务规模，提供特需服务的比例不超过全部医疗服务的 10%。《关于印发公立医院改革试点指导意见的通知》（卫医管发〔2010〕20 号）、《国务院办公厅关于印发 2011 年公立医院改革试点工作安排的通知》（国办发〔2011〕10 号）及《发展改革委 卫生计生委 人力资源社会保障部 财政部关于印发推进医疗服务价格改革意见的通知》（发改价格〔2016〕1431 号）等相关文件和意见提出，放宽非营利性医疗机构提供的供患者自愿选择的特需医疗服务的指导价格，以13 根据《关于医院执行<政府会计制度——行政事业单位会计科目和报表>的补充规定》，医院医疗收入包括门急诊收入、住院收入和结算差额。满足不同层次患者的需求。公立医疗机构可提供市场竞争比较充分、个性化需求比较强的医疗服务，实行市场调节价。【指标导向】监测比较。【指标来源】医院填报。【指标解释】省级卫生健康委。,"[0.0001, 2.0001, 3.0001, 10.0001]",3.0,特需医疗服务占比由特需医疗服务量占比和特需医疗服务收入占比两部分体现。（）考核年度特需医疗服务量（特需门诊患者人次数和享受特需医疗服务的出院人数）占同期全部医疗服务量（门诊患者人次数和出院人数）的比例，不含急诊和健康体检人次。（）考核年度特需医疗服务收入（特需门诊医疗服务收入和住院患者特需医疗服务收入）占同期全部医疗服务收入的比例。
11.0001,（二）质量安全（指标 8-15）,,"[0.0001, 2.0001, 11.0001]",2.0,关注手术和治疗过程中的安全和质量，包括并发症控制、感染率、单病种质量控制等，强调通过精细化管理提高医疗服务质量。
12.0001,8.手术患者并发症发生率▲,【指标属性】定量指标，国家监测指标。【计量单位】百分比（%）【指标定义】考核年度择期手术患者发生并发症14例数占同期出院的手术患者人数的比例。【计算方法】手术患者并发症发生例数手术患者并发症发生率 = × 100%同期出院的手术患者人数【指标说明】（1）分子：手术患者并发症发生例数是指择期手术和择期介入治疗患者并发症发生人数。统计住院病案首页中出院诊断符合“手术并发症诊断相关名称”且该诊断入院病情为“无”（代码为4）的病例。同一患者在同一次住院发生多个入院病情为“无”的择期手术后并发症，按 1 人统计。14 手术并发症是指并发于手术或手术后的疾病或情况，本年度仅统计择期手术后，并发于手术或手术后的疾病或情况的人数，包括：手术后出血或血肿、手术后伤口裂开、肺部感染、肺栓塞、深静脉血栓、败血症、猝死、手术中发生或由于手术造成的休克、手术后血管并发症、瘘、呼吸衰竭、骨折、生理/代谢紊乱、人工气道意外脱出等。参阅《卫生部办公厅关于印发<三级综合医院医疗质量管理与控制指标（2011 年版）>的通知》（卫办医政函〔2011〕54 号）和国家卫生健康委关于印发《三级医院评审标准（2022 年版）》及其实施细则的通知(国卫医政发〔2022〕31号)。（2）分母：同期出院的手术患者人数是指同期出院患者择期手术人数。统计单位以人数计算，总数为实施择期手术和介入治疗人数累加求和。不包括妊娠、分娩、围产期、新生儿患者。（3）本年度考核的手术并发症仅统计择期手术后，并发于手术或手术后的疾病或情况的人数。（4）本年度考核手术名称和编码参阅《手术操作分类代码国家临床版 3.0（2022 汇总版）》。【指标意义】预防手术后并发症发生是医疗质量管理和监控的重点，也是患者安全管理的核心内容，是衡量医疗技术能力和管理水平的重要结果指标之一。国家卫生健康委关于印发《三级医院评审标准（2022 年版）》及其实施细则的通知(国卫医政发〔2022〕31 号)将疾病/手术并发症发生例数和发生率作为医疗质量安全的评价指标。【指标导向】逐步降低。【指标来源】病案首页。【指标解释】国家卫生健康委病案管理质量控制中心。,"[0.0001, 2.0001, 11.0001, 12.0001]",3.0,考核年度择期手术患者发生并发症例数占同期出院的手术患者人数的比例。
13.0001,9.I 类切口手术部位感染率▲,【指标属性】定量指标，国家监测指标。【计量单位】百分比（%）【指标定义】考核年度发生 I 类切口15手术部位感染16人次数占同期 I 类切口手术台次数的比例。【计算方法】I 类切口手术部位感染人次数𝐈类切口手术部位感染率 = × 100%同期 I 类切口手术台次数【指标说明】（1）分子：I 类切口手术部位感染人次数即出院患者手术为I 类切口且病案首页中切口愈合等级字段填报为“丙级愈合”17（代码为 3）选项的人数。同一患者同一次住院有多个 I 类切口丙级愈合手术，按 1 人统计。（2）分母：同期 I 类切口手术台次数是指同期出院患者手术为 I 类切口人数，同一患者同一次住院多个 I 类切口手术，按1 人统计。15 I类切口是指手术切口为无菌切口。16 手术切口感染包括表浅手术切口感染和深部手术切口感染。参阅《关于印发医院感染诊断标准（试行）的通知》（卫医发〔2001〕2号）。17 I类切口丙级愈合是指无菌手术切口发生切口化脓的情况。切口愈合等级包括甲级愈合（切口愈合良好）、乙级愈合（切口愈合欠佳）、丙级愈合（切口化脓）和其他愈合（出院时切口愈合情况不确定）。参阅《卫生部关于修订住院病案首页的通知》（卫医政发〔2011〕84号）。（3）本年度考核手术名称和编码参阅《手术操作分类代码国家临床版 3.0（2022 汇总版）》。【指标意义】《国家卫生计生委办公厅关于印发麻醉等 6 个专业质控指标（2015 年版）的通知》（国卫办医函〔2015〕252 号）中《医院感染管理质量控制指标（2015 年版）》提出，监测Ⅰ类切口手术患者发生手术部位感染的频率，反映医院对接受 I 类切口手术的患者医院感染管理和防控情况。【指标导向】逐步降低。【指标来源】病案首页。【指标解释】国家卫生健康委病案管理质量控制中心。,"[0.0001, 2.0001, 11.0001, 13.0001]",3.0,考核年度发生 I 类切口手术部位感染人次数占同期 I 类切口手术台次数的比例。
14.0001,10.单病种质量控制▲,【指标属性】定量指标，国家监测指标。【计量单位】人、天、元、百分比（%）【指标定义】对特定病种18的医疗服务相关评价指标进行测算，包括：（1）单病种例数：考核年度内符合单病种纳入条件的某病种出院人数之和，计量单位：人。（2）平均住院日：考核年度内符合单病种纳入条件的某病种出院患者平均住院时间，计量单位：天。（3）次均费用：考核年度内符合单病种纳入条件的某病种出院患者平均住院费用，计量单位：元。（4）病死率：考核年度内符合单病种纳入条件的某病种出院患者死亡人数占同期同病种出院人数的比例，计量单位：百分比（%）。【计算方法】某病种例数 = 符合纳入条件的某病种出院人数累加求和某病种出院患者占用总床日数平均住院日 =同期某病种例数某病种总出院费用次均费用 =同期某病种例数18 特定病种根据三级公立医院上报的病案首页数据测算结果确定。某病种死亡人数病死率 = × 100%同期某病种例数【指标说明】（1）分子分子 1：某病种出院患者占用总床日数是指考核年度某病种所有出院人数的住院床日之和。分子 2：某病种总出院费用是指考核年度某病种患者住院期间发生的与诊疗有关的所有费用之和。分子 3：某病种死亡人数是指考核年度某病种出院患者病案首页中离院方式为“死亡”（代码为 5）的人数之和。（2）分母：同期某病种例数是指考核年度某病种的出院人数。（3）单病种提取需符合《疾病分类代码国家临床版 2.0（2022汇总版）》19及《手术操作分类代码国家临床版 3.0（2022 汇总版）》要求。单病种提取包括疾病和手术，病种例数按照“出院人数”统计，手术例数则按照“手术人数”统计，具体释义参阅指标 1 和指标 4。（4）根据工作进展情况，逐步扩大监测的病种范围，并开19 在《疾病分类代码国家临床版2.0》基础上，新增编码5条，修改名称2条，形成《疾病分类代码国家临床版2.0（2022汇总版）》。详见《国家卫生健康委办公厅关于启动2022年度二级和三级公立医院绩效考核有关工作的通知》（国卫办医函〔2022〕325号）。展基于重点病种的专科能力评价。【指标意义】单病种质量管理是一种标准化的、以病种（或手术）为单位而进行的全程医疗质量管理的新方法，它以明确诊断标准的单一疾病（或手术）种类为一个质量评价单位，通过对疾病诊疗全过程，包括诊断、检查、治疗、治疗效果以及医疗费用等，实施标准化控制，达到提高医疗质量和促进医疗资源合理利用的目的；具有相同疾病（或手术）诊断名称的一类患者运用相同指标进行医院间比较，可反映各医院的诊疗能力、技术水平和费用等差异性。【指标导向】（1）每一单病种例数：监测比较。（2）每一单病种平均住院日：逐步降低。（3）每一单病种次均费用：监测比较。（4）每一单病种病死率：逐步降低。【指标来源】病案首页。【指标解释】国家卫生健康委病案管理质量控制中心。,"[0.0001, 2.0001, 11.0001, 14.0001]",3.0,对特定病种的医疗服务相关评价指标进行测算，包括：（）单病种例数：考核年度内符合单病种纳入条件的某病种出院人数之和，计量单位：人。（）平均住院日：考核年度内符合单病种纳入条件的某病种出院患者平均住院时间，计量单位：天。（）次均费用：考核年度内符合单病种纳入条件的某病种出院患者平均住院费用，计量单位：元。（）病死率：考核年度内符合单病种纳入条件的某病种出院患者死亡人数占同期同病种出院人数的比例，计量单位：百分比（%）。
15.0001,11.大型医用设备检查阳性率,【指标属性】定量指标【计量单位】百分比（%）【指标定义】考核年度大型医用检查设备的检查报告阳性结果（人次）数占同期大型医用设备检查人次数的比例。【计算方法】大型医用设备检查阳性数大型医用设备检查阳性率 = × 100%同期大型医用设备检查人次数【指标说明】（1）分子：仅统计用于检查目的的大型医用设备20，不包括用于治疗目的的大型医用设备。检查阳性数即检查报告阳性结果数，按报告份数统计，如果一份报告中含有多个检查部位，有一项或多项阳性结果，按 1 人统计，不包括健康体检人群。（2）分母：同期大型医用设备检查人次数仅统计用于检查目的的大型医用设备所完成的检查总人数，同样以报告份数为统计单位，不包括健康体检人群。（3）本年度考核的用于检查的大型医用设备21包含：20 大型医用设备是指使用技术复杂、资金投入量大、运行成本高、对医疗费用影响大且纳入目录管理的大型医疗器械。参阅《医疗器械监督管理条例》（中华人民共和国国务院令第739号）。21 本年度考核的大型医用设备参阅《关于发布大型医用设备配置许可管理目录（2018 年）的通知》（国卫规划发〔2018〕5号），详见附件2。甲类检查设备：正电子发射型磁共振成像系统（PET/MR）、首次配置的单台（套）价格在 3000 万元人民币（或 400 万美元）及以上的大型医疗器械（本次仅统计用于检查的设备）。乙类检查设备：X 线正电子发射断层扫描仪（PET/CT，含PET）、64 排及以上 X 线计算机断层扫描仪（64 排及以上 CT）、,"[0.0001, 2.0001, 11.0001, 15.0001]",3.0,考核年度大型医用检查设备的检查报告阳性结果（人次）数占同期大型医用设备检查人次数的比例。
16.0001,1.5T 及以上磁共振成像系统（1.5T 及以上 MR）、首次配置的单,台（套）价格在 1000-3000 万元人民币的大型医疗器械（本次仅统计用于检查的设备）。【指标意义】对已经购置的大型医用设备使用情况、使用效果应定期评价，以充分发挥其在诊疗中的优势作用，促进大型医用设备科学配置和合理使用。《国家卫生计生委关于印发医学影像诊断中心基本标准和管理规范（试行）的通知》（国卫医发〔2016〕36 号）要求对于大型医学影像设备要开展医疗质量管理工作，定期进行影像诊断与手术、病理或出院诊断随访对比，统计影像诊断与临床诊断的符合率。《关于印发进一步规范医疗行为促进合理医疗检查的指导意见的通知》（国卫医发〔2020〕29 号）指出医疗机构要建立大型医用设备检查适宜性点评制度，对检查的适应证、必要性、检查结果阳性率等进行评估并在机构内公示结果。《医疗器械临床使用管理办法》（国家卫生健康委员会令第 8 号）规定，医疗机构应当按照规定开展医疗器械临床使用评价工作，重点加强医疗器械的临床实效性、可靠性和可用性评价。【指标导向】监测比较。【指标来源】医院填报。【指标解释】省级卫生健康委。,"[0.0001, 2.0001, 11.0001, 16.0001]",3.0,
17.0001,12.大型医用设备维修保养及质量控制管理,【指标属性】定性指标【计量单位】无【指标定义】考核年度大型医用设备在医院使用期间的维修保养和质量控制管理状况。【计算方法】医院提供考核年度（当年）的相应佐证材料。【指标说明】引导医院关注医用设备的维修保养、质量控制和网络安全，配置合适维修人员和维修检测设备。评价内容包括但不限于：（1）配置合理维修人员和维修场地，涉及有毒有害作业应有合适的维修场所和有效防护。① 医院提供所有放射、核素相关的大型医用设备维修人员及岗位分工（包括数量、技术职称、人员配置）；维修场地22空间以及其面积（包括医院房产存档建筑图纸且标出实际使用面积，以及能清楚反映场地各工位的实景照片），要求提供的佐证材料图片清晰、文字精炼。② 如果开展对环境有污染或对维修人员有伤害的大型医用22 维修场地是指医院为开展设备维修在设备管理部门设置的专用于开展维修工程工作的空间。设备（如：放射、核素等相关的大型医用设备）的维修活动，设备管理部门需提供具备职业防护措施的场地实景照片及说明材料，其中应包含职业防护的措施以及职业防护装备的清单。（2）急救、生命支持类等设备的预防性维护计划（本考核年度仅提供甲、乙类大型医用设备预防性维护计划）。（3）开展大型医用设备的日常保养和维护，有巡检、保养、维护等相关记录（内容包括设备名称、周期、实施时间、执行情况等项目，可提供报表扫描件、信息系统截图）及设备管理部门对临床使用部门的监管（包括方案、记录、问题处理结果等项目）。要求每半年至少一次培训，培训记录包括培训项目、培训目的、实施形式、培训对象、课件目录、授课人、签到表等，可提供扫描件。（4）配置必备的检测和质量控制设备23，设备管理部门定期对设备（特别是急救、生命支持类设备）进行预防性维护，确保在用设备完好，有记录和标识，并对发现的问题及时处理（本考核年度仅提供甲、乙类大型医用设备相关资料，包括考核当年有关检测和质量控制设备清单及台帐目录；医院在用的甲、乙类大型医用设备的预防性维护记录台账）。23 检测与质量控制设备，系指固定资产用于质量控制，设备归属于临床工程部门或相关临床、医技科室。（5）本年度考核的甲、乙类大型医用设备目录见附件 2。【指标意义】《关于印发大型医用设备配置与使用管理办法（试行）的通知》（国卫规划发〔2018〕12 号）中要求医疗器械使用单位应当建立大型医用设备管理档案，记录其采购、安装、验收、使用、维护、维修、质量控制等事项，并如实记载相关信息；应当按照大型医用设备产品说明书等要求，进行定期检查、检验、校准、保养、维护，确保大型医用设备处于良好状态，大型医用设备必须达到计（剂）量准确、辐射防护安全、性能指标合格后方可使用；应当按照国家法律法规的要求，建立完善大型医用设备使用信息安全防护措施，确保相关信息系统运行安全和医疗数据安全。大型医用设备使用人员应当具备相应的资质、能力，按照产品说明书、技术操作规范等使用大型医用设备。医疗器械使用单位发现大型医用设备不良事件或者可疑不良事件，应当按照规定及时报告医疗器械不良事件监测技术机构。国家卫生健康委关于印发《三级医院评审标准（2022 年版）》及其实施细则的通知（国卫医政发〔2022〕31 号）要求，根据国家法律法规及相关规定，建立和完善医学装备管理组织架构，人员配置合理，制定常规与大型医学装备配置方案；医学装备部门与使用部门共同管理医学装备，医学装备部门建立质量安全小组，使用部门将医学装备纳入科室管理。《医疗器械监督管理条例》（中华人民共和国国务院令第739号）要求医疗器械使用单位对需要定期检查、检验、校准、保养、维护的医疗器械，应当按照产品说明书的要求进行检查、检验、校准、保养、维护并予以记录，及时进行分析、评估，确保医疗器械处于良好状态，保障使用质量；对使用期限长的大型医疗器械，应当逐台建立使用档案，记录其使用、维护、转让、实际使用时间等事项。记录保存期限不得少于医疗器械规定使用期限终止后 5 年。《医疗器械临床使用管理办法》（国家卫生健康委员会令第 8 号）要求医疗器械保障维护管理应当重点进行检测和预防性维护。通过开展性能检测和安全监测，验证医疗器械性能的适当性和使用的安全性；通过开展部件更换、清洁等预防性维护，延长医疗器械使用寿命并预防故障发生；医疗机构应当监测医疗器械的运行状态，对维护与维修的全部过程进行跟踪记录，定期分析评价医疗器械整体维护情况；医疗机构应当遵照国家有关医疗器械标准、规程、技术指南等，确保系统环境电源、温湿度、辐射防护、磁场屏蔽、光照亮度等因素与医疗器械相适应，定期对医疗器械使用环境进行测试、评估和维护；医疗机构应当具备与医疗器械品种、数量相适应的贮存场所和条件。对温度、湿度等环境条件有特殊要求的，应当采取相应措施，保证医疗器械安全、有效。【指标导向】监测比较。【指标来源】医院填报。【指标解释】省级卫生健康委。,"[0.0001, 2.0001, 11.0001, 17.0001]",3.0,考核年度大型医用设备在医院使用期间的维修保养和质量控制管理状况。
